title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,weight_lbs,reps,distance_km,distance_miles,duration_seconds,rpe
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Lateral Raise (Dumbbell),,,1,normal,10.00,22.05,12,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Lateral Raise (Dumbbell),,,2,normal,10.00,22.05,13,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Triceps Pushdown,,,0,normal,30.00,66.14,10,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Triceps Pushdown,,,1,normal,30.00,66.14,11,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Triceps Pushdown,,,2,normal,30.00,66.14,12,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Deadlift (Barbell),,,0,warmup,60.00,132.28,6,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Deadlift (Barbell),,,1,warmup,60.00,132.28,10,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Deadlift (Barbell),,,2,normal,122.50,270.07,3,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Deadlift (Barbell),,,3,normal,125.00,275.58,3,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Deadlift (Barbell),,,4,normal,125.00,275.58,5,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Lat Pulldown (Cable),,,0,normal,67.50,148.81,8,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Lat Pulldown (Cable),,,1,normal,67.50,148.81,8,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Lat Pulldown (Cable),,,2,normal,67.50,148.81,10,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Lat Pulldown (Cable),,,3,normal,67.50,148.81,9,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Bent Over Row (Barbell),,,0,normal,55.00,121.25,10,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Bent Over Row (Barbell),,,1,normal,55.00,121.25,7,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Bent Over Row (Barbell),,,2,normal,55.00,121.25,6,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Pull Up,,,0,normal,,,11,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Pull Up,,,1,normal,,,10,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Pull Up,,,2,normal,,,11,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Bicep Curl (Dumbbell),,,0,normal,15.00,33.07,11,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Bicep Curl (Dumbbell),,,1,normal,15.00,33.07,9,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Bicep Curl (Dumbbell),,,2,normal,15.00,33.07,10,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Face Pull (Cable),,,0,normal,17.50,38.58,13,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Face Pull (Cable),,,1,normal,17.50,38.58,16,,,,
Pull Day,"12 Apr 2026, 18:03","12 Apr 2026, 19:16",,Face Pull (Cable),,,2,normal,17.50,38.58,17,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Squat (Barbell),,,0,warmup,50.00,110.23,6,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Squat (Barbell),,,1,warmup,50.00,110.23,5,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Squat (Barbell),,,2,normal,102.50,225.97,6,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Squat (Barbell),,,3,normal,102.50,225.97,6,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Squat (Barbell),,,4,normal,102.50,225.97,7,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Romanian Deadlift (Barbell),,,0,normal,80.00,176.37,9,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Romanian Deadlift (Barbell),,,1,normal,80.00,176.37,7,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Romanian Deadlift (Barbell),,,2,normal,80.00,176.37,9,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Leg Press,,,0,normal,137.50,303.14,13,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Leg Press,,,1,normal,140.00,308.65,14,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Leg Press,,,2,normal,140.00,308.65,12,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Leg Curl (Lying),,,0,normal,25.00,55.12,13,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Leg Curl (Lying),,,1,normal,27.50,60.63,14,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Leg Curl (Lying),,,2,normal,27.50,60.63,10,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Calf Raise (Standing),,,0,normal,65.00,143.30,16,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Calf Raise (Standing),,,1,normal,65.00,143.30,15,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Calf Raise (Standing),,,2,normal,65.00,143.30,14,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Plank,,,0,normal,,,5,,,,
Leg Day,"15 Apr 2026, 18:16","15 Apr 2026, 19:22",,Plank,,,1,normal,,,3,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Bench Press (Barbell),,,0,warmup,37.50,82.67,6,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Bench Press (Barbell),,,1,normal,80.00,176.37,10,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Bench Press (Barbell),,,2,normal,80.00,176.37,7,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Bench Press (Barbell),,,3,normal,80.00,176.37,6,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,7,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Overhead Press (Barbell),,,1,normal,47.50,104.72,4,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Overhead Press (Barbell),,,2,normal,47.50,104.72,5,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Overhead Press (Barbell),,,3,normal,45.00,99.21,6,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Incline Bench Press (Dumbbell),,,0,normal,25.00,55.12,11,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Incline Bench Press (Dumbbell),,,1,normal,25.00,55.12,9,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Incline Bench Press (Dumbbell),,,2,normal,25.00,55.12,10,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Lateral Raise (Dumbbell),,,0,normal,12.50,27.56,12,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Lateral Raise (Dumbbell),,,1,normal,12.50,27.56,12,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Lateral Raise (Dumbbell),,,2,normal,12.50,27.56,13,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Triceps Pushdown,,,0,normal,30.00,66.14,12,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Triceps Pushdown,,,1,normal,30.00,66.14,12,,,,
Push Day,"18 Apr 2026, 08:04","18 Apr 2026, 09:22",,Triceps Pushdown,,,2,normal,30.00,66.14,13,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Deadlift (Barbell),,,0,warmup,60.00,132.28,5,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Deadlift (Barbell),,,1,warmup,60.00,132.28,6,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Deadlift (Barbell),,,2,normal,127.50,281.09,4,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Deadlift (Barbell),,,3,normal,127.50,281.09,6,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Deadlift (Barbell),,,4,normal,127.50,281.09,7,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Lat Pulldown (Cable),,,0,normal,70.00,154.32,11,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Lat Pulldown (Cable),,,1,normal,67.50,148.81,12,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Lat Pulldown (Cable),,,2,normal,67.50,148.81,10,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Lat Pulldown (Cable),,,3,normal,70.00,154.32,10,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Bent Over Row (Barbell),,,0,normal,55.00,121.25,8,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Bent Over Row (Barbell),,,1,normal,52.50,115.74,7,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Bent Over Row (Barbell),,,2,normal,55.00,121.25,10,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Pull Up,,,0,normal,,,11,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Pull Up,,,1,normal,,,9,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Pull Up,,,2,normal,,,11,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Bicep Curl (Dumbbell),,,0,normal,15.00,33.07,8,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Bicep Curl (Dumbbell),,,1,normal,15.00,33.07,11,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Bicep Curl (Dumbbell),,,2,normal,15.00,33.07,10,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Face Pull (Cable),,,0,normal,17.50,38.58,13,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Face Pull (Cable),,,1,normal,15.00,33.07,13,,,,
Pull Day,"19 Apr 2026, 07:19","19 Apr 2026, 08:34",,Face Pull (Cable),,,2,normal,17.50,38.58,16,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Squat (Barbell),,,0,warmup,50.00,110.23,5,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Squat (Barbell),,,1,warmup,50.00,110.23,5,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Squat (Barbell),,,2,normal,105.00,231.49,8,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Squat (Barbell),,,3,normal,102.50,225.97,7,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Squat (Barbell),,,4,normal,105.00,231.49,8,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Romanian Deadlift (Barbell),,,0,normal,82.50,181.88,7,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Romanian Deadlift (Barbell),,,1,normal,82.50,181.88,6,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Romanian Deadlift (Barbell),,,2,normal,82.50,181.88,10,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Leg Press,,,0,normal,145.00,319.67,12,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Leg Press,,,1,normal,142.50,314.16,12,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Leg Press,,,2,normal,145.00,319.67,13,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Leg Curl (Lying),,,0,normal,30.00,66.14,12,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Leg Curl (Lying),,,1,normal,27.50,60.63,12,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Leg Curl (Lying),,,2,normal,30.00,66.14,12,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Calf Raise (Standing),,,0,normal,62.50,137.79,15,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Calf Raise (Standing),,,1,normal,65.00,143.30,13,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Calf Raise (Standing),,,2,normal,65.00,143.30,16,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Plank,,,0,normal,,,3,,,,
Leg Day,"23 Apr 2026, 18:07","23 Apr 2026, 19:05",,Plank,,,1,normal,,,3,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Bench Press (Barbell),,,0,warmup,37.50,82.67,10,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Bench Press (Barbell),,,1,normal,80.00,176.37,6,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Bench Press (Barbell),,,2,normal,77.50,170.86,8,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Bench Press (Barbell),,,3,normal,80.00,176.37,7,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,9,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Overhead Press (Barbell),,,1,normal,47.50,104.72,8,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Overhead Press (Barbell),,,2,normal,47.50,104.72,5,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Overhead Press (Barbell),,,3,normal,47.50,104.72,5,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Incline Bench Press (Dumbbell),,,0,normal,27.50,60.63,9,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Incline Bench Press (Dumbbell),,,1,normal,27.50,60.63,12,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Incline Bench Press (Dumbbell),,,2,normal,25.00,55.12,9,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Lateral Raise (Dumbbell),,,0,normal,12.50,27.56,14,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Lateral Raise (Dumbbell),,,1,normal,12.50,27.56,11,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Lateral Raise (Dumbbell),,,2,normal,10.00,22.05,10,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Triceps Pushdown,,,0,normal,27.50,60.63,12,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Triceps Pushdown,,,1,normal,30.00,66.14,11,,,,
Push Day,"25 Apr 2026, 07:02","25 Apr 2026, 08:28",,Triceps Pushdown,,,2,normal,30.00,66.14,10,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Deadlift (Barbell),,,0,warmup,60.00,132.28,6,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Deadlift (Barbell),,,1,warmup,60.00,132.28,7,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Deadlift (Barbell),,,2,normal,127.50,281.09,6,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Deadlift (Barbell),,,3,normal,130.00,286.60,3,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Deadlift (Barbell),,,4,normal,130.00,286.60,5,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Lat Pulldown (Cable),,,0,normal,70.00,154.32,8,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Lat Pulldown (Cable),,,1,normal,70.00,154.32,9,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Lat Pulldown (Cable),,,2,normal,70.00,154.32,8,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Lat Pulldown (Cable),,,3,normal,70.00,154.32,12,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Bent Over Row (Barbell),,,0,normal,55.00,121.25,6,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Bent Over Row (Barbell),,,1,normal,52.50,115.74,9,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Bent Over Row (Barbell),,,2,normal,55.00,121.25,9,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Pull Up,,,0,normal,,,7,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Pull Up,,,1,normal,,,10,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Pull Up,,,2,normal,,,10,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Bicep Curl (Dumbbell),,,0,normal,12.50,27.56,8,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Bicep Curl (Dumbbell),,,1,normal,15.00,33.07,9,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Bicep Curl (Dumbbell),,,2,normal,12.50,27.56,10,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Face Pull (Cable),,,0,normal,17.50,38.58,17,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Face Pull (Cable),,,1,normal,17.50,38.58,15,,,,
Pull Day,"26 Apr 2026, 08:04","26 Apr 2026, 09:29",,Face Pull (Cable),,,2,normal,17.50,38.58,17,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Squat (Barbell),,,0,warmup,50.00,110.23,9,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Squat (Barbell),,,1,warmup,50.00,110.23,7,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Squat (Barbell),,,2,normal,105.00,231.49,8,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Squat (Barbell),,,3,normal,105.00,231.49,4,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Squat (Barbell),,,4,normal,105.00,231.49,8,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Romanian Deadlift (Barbell),,,0,normal,82.50,181.88,7,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Romanian Deadlift (Barbell),,,1,normal,82.50,181.88,7,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Romanian Deadlift (Barbell),,,2,normal,82.50,181.88,9,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Leg Press,,,0,normal,145.00,319.67,10,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Leg Press,,,1,normal,145.00,319.67,12,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Leg Press,,,2,normal,145.00,319.67,12,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Leg Curl (Lying),,,0,normal,30.00,66.14,13,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Leg Curl (Lying),,,1,normal,27.50,60.63,10,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Leg Curl (Lying),,,2,normal,27.50,60.63,10,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Calf Raise (Standing),,,0,normal,65.00,143.30,15,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Calf Raise (Standing),,,1,normal,65.00,143.30,17,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Calf Raise (Standing),,,2,normal,62.50,137.79,17,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Plank,,,0,normal,,,5,,,,
Leg Day,"27 Apr 2026, 08:08","27 Apr 2026, 09:36",,Plank,,,1,normal,,,3,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Bench Press (Barbell),,,0,warmup,37.50,82.67,10,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Bench Press (Barbell),,,1,normal,80.00,176.37,8,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Bench Press (Barbell),,,2,normal,82.50,181.88,9,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Bench Press (Barbell),,,3,normal,82.50,181.88,6,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,7,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Overhead Press (Barbell),,,1,normal,47.50,104.72,6,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Overhead Press (Barbell),,,2,normal,45.00,99.21,8,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Overhead Press (Barbell),,,3,normal,47.50,104.72,7,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Incline Bench Press (Dumbbell),,,0,normal,27.50,60.63,8,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Incline Bench Press (Dumbbell),,,1,normal,27.50,60.63,12,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Incline Bench Press (Dumbbell),,,2,normal,27.50,60.63,10,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Lateral Raise (Dumbbell),,,0,normal,12.50,27.56,13,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Lateral Raise (Dumbbell),,,1,normal,12.50,27.56,14,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Lateral Raise (Dumbbell),,,2,normal,12.50,27.56,14,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Triceps Pushdown,,,0,normal,27.50,60.63,12,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Triceps Pushdown,,,1,normal,27.50,60.63,12,,,,
Push Day,"28 Apr 2026, 19:30","28 Apr 2026, 20:38",,Triceps Pushdown,,,2,normal,30.00,66.14,12,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Deadlift (Barbell),,,0,warmup,60.00,132.28,7,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Deadlift (Barbell),,,1,warmup,60.00,132.28,7,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Deadlift (Barbell),,,2,normal,127.50,281.09,4,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Deadlift (Barbell),,,3,normal,130.00,286.60,6,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Deadlift (Barbell),,,4,normal,127.50,281.09,3,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Lat Pulldown (Cable),,,0,normal,67.50,148.81,12,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Lat Pulldown (Cable),,,1,normal,70.00,154.32,11,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Lat Pulldown (Cable),,,2,normal,70.00,154.32,9,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Lat Pulldown (Cable),,,3,normal,70.00,154.32,10,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Bent Over Row (Barbell),,,0,normal,57.50,126.77,10,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Bent Over Row (Barbell),,,1,normal,57.50,126.77,6,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Bent Over Row (Barbell),,,2,normal,57.50,126.77,10,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Pull Up,,,0,normal,,,7,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Pull Up,,,1,normal,,,7,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Pull Up,,,2,normal,,,9,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Bicep Curl (Dumbbell),,,0,normal,15.00,33.07,11,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Bicep Curl (Dumbbell),,,1,normal,15.00,33.07,11,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Bicep Curl (Dumbbell),,,2,normal,15.00,33.07,9,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Face Pull (Cable),,,0,normal,17.50,38.58,13,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Face Pull (Cable),,,1,normal,17.50,38.58,13,,,,
Pull Day,"29 Apr 2026, 08:22","29 Apr 2026, 09:36",,Face Pull (Cable),,,2,normal,17.50,38.58,17,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Squat (Barbell),,,0,warmup,50.00,110.23,8,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Squat (Barbell),,,1,warmup,50.00,110.23,9,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Squat (Barbell),,,2,normal,105.00,231.49,4,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Squat (Barbell),,,3,normal,105.00,231.49,8,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Squat (Barbell),,,4,normal,102.50,225.97,5,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Romanian Deadlift (Barbell),,,0,normal,82.50,181.88,7,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Romanian Deadlift (Barbell),,,1,normal,82.50,181.88,8,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Romanian Deadlift (Barbell),,,2,normal,82.50,181.88,6,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Leg Press,,,0,normal,145.00,319.67,13,,,,
